RYZ01612	Q0C1A3.1	90.0	30	3	0	1	30	1	30	4.79e-09	49.4
RYZ01612	Q0APU7.1	86.7	30	4	0	1	30	1	30	3.17e-08	47.4
RYZ01612	B8EK86.1	83.3	30	5	0	1	30	1	30	6.85e-08	46.5
RYZ01612	B4RBX6.1	83.3	30	5	0	1	30	1	30	9.29e-08	46.1
RYZ01612	Q9A724.2	83.3	30	5	0	1	30	1	30	9.72e-08	46.1
RYZ01612	B2IKM0.1	80.0	30	6	0	1	30	1	30	2.99e-07	44.9
RYZ01612	B0SYZ8.1	80.0	30	6	0	1	30	1	30	4.25e-07	44.5
RYZ01612	A7HY01.1	80.0	30	6	0	1	30	1	30	6.23e-07	44.1
RYZ01612	Q92PW3.1	76.7	30	7	0	1	30	1	30	1.30e-06	43.2
RYZ01612	A6U971.1	76.7	30	7	0	1	30	1	30	1.30e-06	43.2
RYZ01612	Q1MH39.1	76.7	30	7	0	1	30	1	30	1.31e-06	43.2
RYZ01612	A6X0K7.1	76.7	30	7	0	1	30	1	30	1.31e-06	43.2
RYZ01612	B3PYQ7.1	76.7	30	7	0	1	30	1	30	1.31e-06	43.2
RYZ01612	B9JX59.1	76.7	30	7	0	1	30	1	30	1.31e-06	43.2
RYZ01612	Q2K8X2.2	76.7	30	7	0	1	30	1	30	1.31e-06	43.2
RYZ01612	B5ZN98.1	76.7	30	7	0	1	30	1	30	1.31e-06	43.2
RYZ01612	B9JEY4.1	76.7	30	7	0	1	30	1	30	1.32e-06	43.2
RYZ01612	Q8UFK2.1	76.7	30	7	0	1	30	1	30	1.32e-06	43.2
RYZ01612	A5VQR8.1	76.7	30	7	0	1	30	1	30	1.32e-06	43.2
RYZ01612	Q8YHG1.1	76.7	30	7	0	1	30	1	30	1.32e-06	43.2
RYZ01612	A5VB97.1	76.7	30	7	0	1	30	1	30	1.68e-06	42.8
RYZ01612	Q1QMK3.1	76.7	30	7	0	1	30	1	30	1.81e-06	42.8
RYZ01612	Q3SRJ0.1	76.7	30	7	0	1	30	1	30	1.81e-06	42.8
RYZ01612	A4YVE6.1	76.7	30	7	0	1	30	1	30	2.58e-06	42.4
RYZ01612	A5EK34.1	76.7	30	7	0	1	30	1	30	2.58e-06	42.4
RYZ01613	Q0C1A2.1	64.8	244	86	0	8	251	5	248	1.34e-79	234
RYZ01613	Q2IWB0.1	54.4	261	119	0	5	265	2	262	6.48e-66	199
RYZ01613	B2IKL7.1	56.3	247	108	0	6	252	3	249	3.59e-65	198
RYZ01613	B3Q6M9.1	54.8	261	118	0	5	265	2	262	4.22e-65	197
RYZ01613	Q1QMJ9.1	56.3	247	108	0	6	252	3	249	3.57e-64	195
RYZ01613	A4YVD6.1	55.2	248	111	0	5	252	2	249	4.48e-64	195
RYZ01613	Q136D2.1	53.3	261	122	0	5	265	2	262	1.23e-63	193
RYZ01613	P94327.2	52.9	261	123	0	5	265	2	262	2.04e-63	193
RYZ01613	Q98ME3.1	55.2	250	112	0	5	254	2	251	5.99e-63	192
RYZ01613	B8EJS1.1	54.0	252	116	0	6	257	3	254	2.03e-62	191
RYZ01613	A7HXZ6.1	53.3	261	122	0	5	265	2	262	2.47e-62	190
RYZ01613	B4RBX5.1	56.5	248	103	1	5	252	2	244	4.60e-62	189
RYZ01613	Q3SRJ3.1	54.7	247	112	0	6	252	3	249	5.15e-62	189
RYZ01613	B0SYZ4.1	54.8	252	114	0	6	257	3	254	1.06e-61	189
RYZ01613	Q215B9.1	52.5	261	124	0	5	265	2	262	1.24e-61	189
RYZ01613	Q07NF6.1	54.0	248	114	0	5	252	2	249	1.83e-61	188
RYZ01613	B6JG29.1	52.1	261	125	0	5	265	2	262	2.34e-61	188
RYZ01613	A7INK2.1	52.8	252	119	0	6	257	3	254	1.48e-60	186
RYZ01613	A5EK25.1	53.6	248	115	0	5	252	2	249	5.26e-60	184
RYZ01613	A6X0L0.1	53.2	252	118	0	6	257	4	255	3.11e-59	182
RYZ01613	Q2RT48.1	52.3	258	122	1	5	261	2	259	8.64e-58	179
RYZ01613	A4WX67.1	50.8	262	128	1	5	266	2	262	2.05e-57	178
